average_speed,datetime,name,hourly_volume,volume
29.0,2025-11-02 19:50:00,w_e_01_2,16,1
60.0,2025-11-02 19:50:00,e_w_01_2,6,0
1.0,2025-11-02 19:50:00,e_n_1,3,0
10.0,2025-11-02 19:50:00,w_e_01_0,26,2
34.0,2025-11-02 19:50:00,e_w_01_1,38,3
0.0,2025-11-02 19:50:00,e_n_0,0,0
36.0,2025-11-02 19:50:00,w_s_0,4,0
22.0,2025-11-02 19:50:00,w_e_01_1,33,3
12.0,2025-11-02 19:50:00,n_s_01_1,100,8
25.0,2025-11-02 19:50:00,n_s_01_0,28,2
32.0,2025-11-02 19:45:00,e_w_01_0,56,5
20.0,2025-11-02 19:45:00,w_e_01_2,14,1
55.0,2025-11-02 19:45:00,e_w_01_2,8,1
1.0,2025-11-02 19:45:00,e_n_1,5,0
18.0,2025-11-02 19:45:00,w_e_01_0,35,3
30.0,2025-11-02 19:45:00,e_w_01_1,43,4
0.0,2025-11-02 19:45:00,e_n_0,0,0
6.0,2025-11-02 19:45:00,w_s_0,7,1
27.0,2025-11-02 19:45:00,w_e_01_1,24,2
17.0,2025-11-02 19:45:00,n_s_01_1,61,5
25.0,2025-11-02 19:45:00,n_s_01_0,29,2
33.0,2025-11-02 19:40:00,e_w_01_0,42,4
37.0,2025-11-02 19:40:00,w_e_01_2,17,1
60.0,2025-11-02 19:40:00,e_w_01_2,4,0
1.0,2025-11-02 19:40:00,e_n_1,1,0
14.0,2025-11-02 19:40:00,w_e_01_0,26,2
35.0,2025-11-02 19:40:00,e_w_01_1,40,3
0.0,2025-11-02 19:40:00,e_n_0,0,0
24.0,2025-11-02 19:40:00,w_s_0,4,0
32.0,2025-11-02 19:40:00,w_e_01_1,31,3
14.0,2025-11-02 19:40:00,n_s_01_1,82,7
26.0,2025-11-02 19:40:00,n_s_01_0,31,3
35.0,2025-11-02 19:35:00,e_w_01_0,40,3
31.0,2025-11-02 19:35:00,w_e_01_2,23,2
45.0,2025-11-02 19:35:00,e_w_01_2,9,1
1.0,2025-11-02 19:35:00,e_n_1,1,0
12.0,2025-11-02 19:35:00,w_e_01_0,30,2
34.0,2025-11-02 19:35:00,e_w_01_1,38,3
0.0,2025-11-02 19:35:00,e_n_0,0,0
11.0,2025-11-02 19:35:00,w_s_0,7,1
25.0,2025-11-02 19:35:00,w_e_01_1,30,2
15.0,2025-11-02 19:35:00,n_s_01_1,102,8
23.0,2025-11-02 19:35:00,n_s_01_0,28,2
35.0,2025-11-02 19:30:00,e_w_01_0,45,4
33.0,2025-11-02 19:30:00,w_e_01_2,23,2
0.0,2025-11-02 19:30:00,e_n_0,0,0
28.0,2025-11-02 19:30:00,e_w_01_2,9,1
1.0,2025-11-02 19:30:00,e_n_1,2,0
13.0,2025-11-02 19:30:00,w_e_01_0,31,3
34.0,2025-11-02 19:30:00,e_w_01_1,47,4
45.0,2025-11-02 19:30:00,w_s_0,5,0
28.0,2025-11-02 19:30:00,w_e_01_1,37,3
19.0,2025-11-02 19:30:00,n_s_01_1,77,6
26.0,2025-11-02 19:30:00,n_s_01_0,23,2
36.0,2025-11-02 19:25:00,e_w_01_0,38,3
13.0,2025-11-02 19:25:00,w_e_01_2,24,2
0.0,2025-11-02 19:25:00,e_n_0,0,0
23.0,2025-11-02 19:25:00,e_w_01_2,11,1
1.0,2025-11-02 19:25:00,e_n_1,2,0
10.0,2025-11-02 19:25:00,w_e_01_0,32,3
35.0,2025-11-02 19:25:00,e_w_01_1,48,4
19.0,2025-11-02 19:25:00,w_s_0,10,1
19.0,2025-11-02 19:25:00,w_e_01_1,31,3
16.0,2025-11-02 19:25:00,n_s_01_1,107,9
16.0,2025-11-02 19:25:00,n_s_01_0,39,3
32.0,2025-11-02 19:20:00,e_w_01_0,44,4
13.0,2025-11-02 19:20:00,w_e_01_2,19,2
0.0,2025-11-02 19:20:00,e_n_0,0,0
36.0,2025-11-02 19:20:00,e_w_01_2,6,0
1.0,2025-11-02 19:20:00,e_n_1,2,0
10.0,2025-11-02 19:20:00,w_e_01_0,34,3
34.0,2025-11-02 19:20:00,e_w_01_1,59,5
26.0,2025-11-02 19:20:00,w_s_0,6,0
8.0,2025-11-02 19:20:00,w_e_01_1,37,3
7.0,2025-11-02 19:20:00,n_s_01_1,74,6
21.0,2025-11-02 19:20:00,n_s_01_0,37,3
34.0,2025-11-02 19:15:00,e_w_01_0,44,4
18.0,2025-11-02 19:15:00,w_e_01_2,16,1
0.0,2025-11-02 19:15:00,e_n_0,0,0
41.0,2025-11-02 19:15:00,e_w_01_2,11,1
0.0,2025-11-02 19:15:00,e_n_1,3,0
9.0,2025-11-02 19:15:00,w_e_01_0,28,2
35.0,2025-11-02 19:15:00,e_w_01_1,55,5
23.0,2025-11-02 19:15:00,w_s_0,4,0
8.0,2025-11-02 19:15:00,w_e_01_1,31,3
9.0,2025-11-02 19:15:00,n_s_01_1,92,8
23.0,2025-11-02 19:15:00,n_s_01_0,27,2
34.0,2025-11-02 19:10:00,e_w_01_0,47,4
19.0,2025-11-02 19:10:00,w_e_01_2,26,2
0.0,2025-11-02 19:10:00,e_n_0,0,0
27.0,2025-11-02 19:10:00,e_w_01_2,7,1
0.0,2025-11-02 19:10:00,e_n_1,0,0
6.0,2025-11-02 19:10:00,w_e_01_0,29,2
30.0,2025-11-02 19:10:00,e_w_01_1,53,4
34.0,2025-11-02 19:10:00,w_s_0,11,1
10.0,2025-11-02 19:10:00,w_e_01_1,37,3
10.0,2025-11-02 19:10:00,n_s_01_1,100,8
23.0,2025-11-02 19:10:00,n_s_01_0,34,3
34.0,2025-11-02 19:05:00,e_w_01_0,47,4
22.0,2025-11-02 19:05:00,w_e_01_2,20,2
0.0,2025-11-02 19:05:00,e_n_0,0,0
23.0,2025-11-02 19:05:00,e_w_01_2,2,0
1.0,2025-11-02 19:05:00,e_n_1,3,0
11.0,2025-11-02 19:05:00,w_e_01_0,32,3
34.0,2025-11-02 19:05:00,e_w_01_1,47,4
27.0,2025-11-02 19:05:00,w_s_0,9,1
14.0,2025-11-02 19:05:00,w_e_01_1,35,3
11.0,2025-11-02 19:05:00,n_s_01_1,98,8
25.0,2025-11-02 19:05:00,n_s_01_0,35,3
33.0,2025-11-02 19:00:00,e_w_01_0,51,4
21.0,2025-11-02 19:00:00,w_e_01_2,13,1
0.0,2025-11-02 19:00:00,e_n_0,0,0
30.0,2025-11-02 19:00:00,e_w_01_2,13,1
1.0,2025-11-02 19:00:00,e_n_1,3,0
10.0,2025-11-02 19:00:00,w_e_01_0,36,3
30.0,2025-11-02 19:00:00,e_w_01_1,60,5
27.0,2025-11-02 19:00:00,w_s_0,7,1
11.0,2025-11-02 19:00:00,w_e_01_1,30,2
13.0,2025-11-02 19:00:00,n_s_01_1,119,10
10.0,2025-11-02 19:00:00,n_s_01_0,40,3
35.0,2025-11-02 18:55:00,e_w_01_0,39,3
16.0,2025-11-02 18:55:00,w_e_01_2,18,2
0.0,2025-11-02 18:55:00,e_n_0,0,0
36.0,2025-11-02 18:55:00,e_w_01_2,2,0
1.0,2025-11-02 18:55:00,e_n_1,2,0
10.0,2025-11-02 18:55:00,w_e_01_0,31,3
34.0,2025-11-02 18:55:00,e_w_01_1,47,4
26.0,2025-11-02 18:55:00,w_s_0,12,1
11.0,2025-11-02 18:55:00,w_e_01_1,38,3
9.0,2025-11-02 18:55:00,n_s_01_1,88,7
18.0,2025-11-02 18:55:00,n_s_01_0,33,3
33.0,2025-11-02 18:50:00,e_w_01_0,44,4
35.0,2025-11-02 18:50:00,w_e_01_2,16,1
0.0,2025-11-02 18:50:00,e_n_0,0,0
27.0,2025-11-02 18:50:00,e_w_01_2,8,1
1.0,2025-11-02 18:50:00,e_n_1,2,0
7.0,2025-11-02 18:50:00,w_e_01_0,26,2
33.0,2025-11-02 18:50:00,e_w_01_1,56,5
31.0,2025-11-02 18:50:00,w_s_0,9,1
8.0,2025-11-02 18:50:00,w_e_01_1,27,2
9.0,2025-11-02 18:50:00,n_s_01_1,89,7
22.0,2025-11-02 18:50:00,n_s_01_0,44,4
33.0,2025-11-02 18:45:00,e_w_01_0,65,5
25.0,2025-11-02 18:45:00,w_e_01_2,16,1
0.0,2025-11-02 18:45:00,e_n_0,0,0
20.0,2025-11-02 18:45:00,e_w_01_2,13,1
0.0,2025-11-02 18:45:00,e_n_1,1,0
13.0,2025-11-02 18:45:00,w_e_01_0,37,3
30.0,2025-11-02 18:45:00,e_w_01_1,63,5
30.0,2025-11-02 18:45:00,w_s_0,5,0
12.0,2025-11-02 18:45:00,w_e_01_1,42,4
8.0,2025-11-02 18:45:00,n_s_01_1,93,8
23.0,2025-11-02 18:45:00,n_s_01_0,26,2
33.0,2025-11-02 18:40:00,e_w_01_0,49,4
14.0,2025-11-02 18:40:00,w_e_01_2,16,1
0.0,2025-11-02 18:40:00,e_n_0,0,0
15.0,2025-11-02 18:40:00,e_w_01_2,6,0
1.0,2025-11-02 18:40:00,e_n_1,3,0
8.0,2025-11-02 18:40:00,w_e_01_0,42,4
32.0,2025-11-02 18:40:00,e_w_01_1,65,5
29.0,2025-11-02 18:40:00,w_s_0,7,1
11.0,2025-11-02 18:40:00,w_e_01_1,36,3
9.0,2025-11-02 18:40:00,n_s_01_1,96,8
18.0,2025-11-02 18:40:00,n_s_01_0,39,3
31.0,2025-11-02 18:35:00,e_w_01_0,43,4
21.0,2025-11-02 18:35:00,w_e_01_2,18,2
0.0,2025-11-02 18:35:00,e_n_0,0,0
29.0,2025-11-02 18:35:00,e_w_01_2,11,1
1.0,2025-11-02 18:35:00,e_n_1,4,0
9.0,2025-11-02 18:35:00,w_e_01_0,24,2
32.0,2025-11-02 18:35:00,e_w_01_1,56,5
19.0,2025-11-02 18:35:00,w_s_0,3,0
10.0,2025-11-02 18:35:00,w_e_01_1,29,2
8.0,2025-11-02 18:35:00,n_s_01_1,81,7
20.0,2025-11-02 18:35:00,n_s_01_0,40,3
32.0,2025-11-02 18:30:00,e_w_01_0,60,5
24.0,2025-11-02 18:30:00,w_e_01_2,18,2
0.0,2025-11-02 18:30:00,e_n_0,0,0
32.0,2025-11-02 18:30:00,e_w_01_2,7,1
1.0,2025-11-02 18:30:00,e_n_1,4,0
10.0,2025-11-02 18:30:00,w_e_01_0,42,4
30.0,2025-11-02 18:30:00,e_w_01_1,56,5
30.0,2025-11-02 18:30:00,w_s_0,9,1
12.0,2025-11-02 18:30:00,w_e_01_1,48,4
10.0,2025-11-02 18:30:00,n_s_01_1,101,8
22.0,2025-11-02 18:30:00,n_s_01_0,29,2
33.0,2025-11-02 18:25:00,e_w_01_0,46,4
23.0,2025-11-02 18:25:00,w_e_01_2,24,2
0.0,2025-11-02 18:25:00,e_n_0,0,0
34.0,2025-11-02 18:25:00,e_w_01_2,9,1
1.0,2025-11-02 18:25:00,e_n_1,4,0
9.0,2025-11-02 18:25:00,w_e_01_0,39,3
33.0,2025-11-02 18:25:00,e_w_01_1,56,5
28.0,2025-11-02 18:25:00,w_s_0,9,1
11.0,2025-11-02 18:25:00,w_e_01_1,45,4
14.0,2025-11-02 18:25:00,n_s_01_1,131,11
19.0,2025-11-02 18:25:00,n_s_01_0,44,4
32.0,2025-11-02 18:20:00,e_w_01_0,48,4
12.0,2025-11-02 18:20:00,w_e_01_2,25,2
0.0,2025-11-02 18:20:00,e_n_0,0,0
28.0,2025-11-02 18:20:00,e_w_01_2,11,1
1.0,2025-11-02 18:20:00,e_n_1,2,0
10.0,2025-11-02 18:20:00,w_e_01_0,35,3
33.0,2025-11-02 18:20:00,e_w_01_1,57,5
20.0,2025-11-02 18:20:00,w_s_0,6,0
9.0,2025-11-02 18:20:00,w_e_01_1,33,3
15.0,2025-11-02 18:20:00,n_s_01_1,131,11
11.0,2025-11-02 18:20:00,n_s_01_0,47,4
33.0,2025-11-02 18:15:00,e_w_01_0,56,5
24.0,2025-11-02 18:15:00,w_e_01_2,19,2
0.0,2025-11-02 18:15:00,e_n_0,0,0
28.0,2025-11-02 18:15:00,e_w_01_2,11,1
0.0,2025-11-02 18:15:00,e_n_1,2,0
11.0,2025-11-02 18:15:00,w_e_01_0,44,4
32.0,2025-11-02 18:15:00,e_w_01_1,69,6
26.0,2025-11-02 18:15:00,w_s_0,10,1
16.0,2025-11-02 18:15:00,w_e_01_1,46,4
14.0,2025-11-02 18:15:00,n_s_01_1,130,11
23.0,2025-11-02 18:15:00,n_s_01_0,34,3
35.0,2025-11-02 18:10:00,e_w_01_0,43,4
28.0,2025-11-02 18:10:00,e_w_01_2,6,0
21.0,2025-11-02 18:10:00,w_e_01_2,27,2
0.0,2025-11-02 18:10:00,e_n_0,0,0
0.0,2025-11-02 18:10:00,e_n_1,2,0
11.0,2025-11-02 18:10:00,w_e_01_0,41,3
34.0,2025-11-02 18:10:00,e_w_01_1,54,4
37.0,2025-11-02 18:10:00,w_s_0,7,1
18.0,2025-11-02 18:10:00,w_e_01_1,40,3
14.0,2025-11-02 18:10:00,n_s_01_1,113,9
20.0,2025-11-02 18:10:00,n_s_01_0,49,4
38.0,2025-11-02 18:05:00,e_w_01_0,41,3
35.0,2025-11-02 18:05:00,e_w_01_2,9,1
10.0,2025-11-02 18:05:00,w_e_01_2,21,2
0.0,2025-11-02 18:05:00,e_n_0,0,0
1.0,2025-11-02 18:05:00,e_n_1,5,0
10.0,2025-11-02 18:05:00,w_e_01_0,43,4
32.0,2025-11-02 18:05:00,e_w_01_1,55,5
33.0,2025-11-02 18:05:00,w_s_0,11,1
10.0,2025-11-02 18:05:00,w_e_01_1,45,4
8.0,2025-11-02 18:05:00,n_s_01_1,88,7
18.0,2025-11-02 18:05:00,n_s_01_0,47,4
35.0,2025-11-02 18:00:00,e_w_01_0,53,4
33.0,2025-11-02 18:00:00,e_w_01_2,10,1
29.0,2025-11-02 18:00:00,w_e_01_2,22,2
0.0,2025-11-02 18:00:00,e_n_0,0,0
0.0,2025-11-02 18:00:00,e_n_1,1,0
10.0,2025-11-02 18:00:00,w_e_01_0,41,3
33.0,2025-11-02 18:00:00,e_w_01_1,56,5
23.0,2025-11-02 18:00:00,w_s_0,9,1
13.0,2025-11-02 18:00:00,w_e_01_1,39,3
12.0,2025-11-02 18:00:00,n_s_01_1,108,9
19.0,2025-11-02 18:00:00,n_s_01_0,44,4
37.0,2025-11-02 17:55:00,e_w_01_0,45,4
18.0,2025-11-02 17:55:00,e_w_01_2,8,1
36.0,2025-11-02 17:55:00,w_e_01_2,17,1
0.0,2025-11-02 17:55:00,e_n_0,0,0
1.0,2025-11-02 17:55:00,e_n_1,4,0
8.0,2025-11-02 17:55:00,w_e_01_0,39,3
31.0,2025-11-02 17:55:00,e_w_01_1,54,4
38.0,2025-11-02 17:55:00,w_s_0,5,0
8.0,2025-11-02 17:55:00,w_e_01_1,42,4
10.0,2025-11-02 17:55:00,n_s_01_1,93,8
20.0,2025-11-02 17:55:00,n_s_01_0,43,4
34.0,2025-11-02 17:50:00,e_w_01_0,39,3
32.0,2025-11-02 17:50:00,e_w_01_2,10,1
17.0,2025-11-02 17:50:00,w_e_01_2,19,2
0.0,2025-11-02 17:50:00,e_n_0,0,0
1.0,2025-11-02 17:50:00,e_n_1,3,0
8.0,2025-11-02 17:50:00,w_e_01_0,38,3
33.0,2025-11-02 17:50:00,e_w_01_1,47,4
24.0,2025-11-02 17:50:00,w_s_0,14,1
8.0,2025-11-02 17:50:00,w_e_01_1,44,4
13.0,2025-11-02 17:50:00,n_s_01_1,115,10
18.0,2025-11-02 17:50:00,n_s_01_0,49,4
34.0,2025-11-02 17:45:00,e_w_01_0,64,5
37.0,2025-11-02 17:45:00,e_w_01_2,14,1
26.0,2025-11-02 17:45:00,w_e_01_2,19,2
0.0,2025-11-02 17:45:00,e_n_0,0,0
0.0,2025-11-02 17:45:00,e_n_1,3,0
11.0,2025-11-02 17:45:00,w_e_01_0,33,3
32.0,2025-11-02 17:45:00,e_w_01_1,65,5
30.0,2025-11-02 17:45:00,w_s_0,10,1
9.0,2025-11-02 17:45:00,w_e_01_1,38,3
9.0,2025-11-02 17:45:00,n_s_01_1,88,7
22.0,2025-11-02 17:45:00,n_s_01_0,37,3
34.0,2025-11-02 17:40:00,e_w_01_0,57,5
30.0,2025-11-02 17:40:00,e_w_01_2,2,0
14.0,2025-11-02 17:40:00,w_e_01_2,21,2
0.0,2025-11-02 17:40:00,e_n_0,0,0
1.0,2025-11-02 17:40:00,e_n_1,3,0
8.0,2025-11-02 17:40:00,w_e_01_0,37,3
32.0,2025-11-02 17:40:00,e_w_01_1,50,4
1.0,2025-11-02 17:40:00,w_s_0,6,0
9.0,2025-11-02 17:40:00,w_e_01_1,45,4
9.0,2025-11-02 17:40:00,n_s_01_1,97,8
20.0,2025-11-02 17:40:00,n_s_01_0,50,4
35.0,2025-11-02 17:35:00,e_w_01_0,35,3
32.0,2025-11-02 17:35:00,e_w_01_2,10,1
16.0,2025-11-02 17:35:00,w_e_01_2,20,2
0.0,2025-11-02 17:35:00,e_n_0,0,0
1.0,2025-11-02 17:35:00,e_n_1,5,0
8.0,2025-11-02 17:35:00,w_e_01_0,42,4
33.0,2025-11-02 17:35:00,e_w_01_1,41,3
1.0,2025-11-02 17:35:00,w_s_0,4,0
11.0,2025-11-02 17:35:00,w_e_01_1,42,4
9.0,2025-11-02 17:35:00,n_s_01_1,90,8
23.0,2025-11-02 17:35:00,n_s_01_0,35,3
33.0,2025-11-02 17:30:00,e_w_01_0,62,5
26.0,2025-11-02 17:30:00,e_w_01_2,9,1
23.0,2025-11-02 17:30:00,w_e_01_2,19,2
0.0,2025-11-02 17:30:00,e_n_0,0,0
0.0,2025-11-02 17:30:00,e_n_1,2,0
10.0,2025-11-02 17:30:00,w_e_01_0,45,4
32.0,2025-11-02 17:30:00,e_w_01_1,65,5
26.0,2025-11-02 17:30:00,w_s_0,6,0
12.0,2025-11-02 17:30:00,w_e_01_1,47,4
8.0,2025-11-02 17:30:00,n_s_01_1,86,7
15.0,2025-11-02 17:30:00,n_s_01_0,36,3
34.0,2025-11-02 17:25:00,e_w_01_0,47,4
35.0,2025-11-02 17:25:00,e_w_01_2,7,1
16.0,2025-11-02 17:25:00,w_e_01_2,25,2
0.0,2025-11-02 17:25:00,e_n_0,0,0
1.0,2025-11-02 17:25:00,e_n_1,1,0
9.0,2025-11-02 17:25:00,w_e_01_0,49,4
34.0,2025-11-02 17:25:00,e_w_01_1,55,5
19.0,2025-11-02 17:25:00,w_s_0,6,0
13.0,2025-11-02 17:25:00,w_e_01_1,51,4
6.0,2025-11-02 17:25:00,n_s_01_1,67,6
23.0,2025-11-02 17:25:00,n_s_01_0,38,3
35.0,2025-11-02 17:20:00,e_w_01_0,53,4
23.0,2025-11-02 17:20:00,e_w_01_2,6,0
18.0,2025-11-02 17:20:00,w_e_01_2,21,2
0.0,2025-11-02 17:20:00,e_n_0,0,0
1.0,2025-11-02 17:20:00,e_n_1,1,0
9.0,2025-11-02 17:20:00,w_e_01_0,42,4
33.0,2025-11-02 17:20:00,e_w_01_1,51,4
36.0,2025-11-02 17:20:00,w_s_0,6,0
8.0,2025-11-02 17:20:00,w_e_01_1,35,3
10.0,2025-11-02 17:20:00,n_s_01_1,101,8
17.0,2025-11-02 17:20:00,n_s_01_0,45,4
33.0,2025-11-02 17:15:00,e_w_01_0,62,5
27.0,2025-11-02 17:15:00,e_w_01_2,7,1
28.0,2025-11-02 17:15:00,w_e_01_2,26,2
0.0,2025-11-02 17:15:00,e_n_0,0,0
1.0,2025-11-02 17:15:00,e_n_1,3,0
13.0,2025-11-02 17:15:00,w_e_01_0,48,4
34.0,2025-11-02 17:15:00,e_w_01_1,65,5
24.0,2025-11-02 17:15:00,w_s_0,5,0
15.0,2025-11-02 17:15:00,w_e_01_1,48,4
11.0,2025-11-02 17:15:00,n_s_01_1,107,9
19.0,2025-11-02 17:15:00,n_s_01_0,40,3
36.0,2025-11-02 17:10:00,e_w_01_0,49,4
38.0,2025-11-02 17:10:00,e_w_01_2,10,1
19.0,2025-11-02 17:10:00,w_e_01_2,28,2
0.0,2025-11-02 17:10:00,e_n_0,0,0
1.0,2025-11-02 17:10:00,e_n_1,2,0
11.0,2025-11-02 17:10:00,w_e_01_0,38,3
34.0,2025-11-02 17:10:00,e_w_01_1,52,4
23.0,2025-11-02 17:10:00,w_s_0,11,1
8.0,2025-11-02 17:10:00,w_e_01_1,39,3
8.0,2025-11-02 17:10:00,n_s_01_1,91,8
13.0,2025-11-02 17:10:00,n_s_01_0,51,4
34.0,2025-11-02 17:05:00,e_w_01_0,52,4
39.0,2025-11-02 17:05:00,e_w_01_2,12,1
26.0,2025-11-02 17:05:00,w_e_01_2,19,2
0.0,2025-11-02 17:05:00,e_n_0,0,0
1.0,2025-11-02 17:05:00,e_n_1,3,0
8.0,2025-11-02 17:05:00,w_e_01_0,42,4
32.0,2025-11-02 17:05:00,e_w_01_1,57,5
18.0,2025-11-02 17:05:00,w_s_0,8,1
11.0,2025-11-02 17:05:00,w_e_01_1,43,4
14.0,2025-11-02 17:05:00,n_s_01_1,118,10
25.0,2025-11-02 17:05:00,n_s_01_0,44,4
34.0,2025-11-02 17:00:00,e_w_01_0,53,4
36.0,2025-11-02 17:00:00,e_w_01_2,8,1
31.0,2025-11-02 17:00:00,w_e_01_2,20,2
0.0,2025-11-02 17:00:00,e_n_0,0,0
1.0,2025-11-02 17:00:00,e_n_1,3,0
11.0,2025-11-02 17:00:00,w_e_01_0,48,4
34.0,2025-11-02 17:00:00,e_w_01_1,52,4
31.0,2025-11-02 17:00:00,w_s_0,10,1
10.0,2025-11-02 17:00:00,w_e_01_1,56,5
8.0,2025-11-02 17:00:00,n_s_01_1,79,7
27.0,2025-11-02 17:00:00,n_s_01_0,29,2
36.0,2025-11-02 16:55:00,e_w_01_0,44,4
33.0,2025-11-02 16:55:00,e_w_01_2,4,0
26.0,2025-11-02 16:55:00,w_e_01_2,21,2
0.0,2025-11-02 16:55:00,e_n_0,0,0
1.0,2025-11-02 16:55:00,e_n_1,4,0
7.0,2025-11-02 16:55:00,w_e_01_0,42,4
32.0,2025-11-02 16:55:00,e_w_01_1,53,4
42.0,2025-11-02 16:55:00,w_s_0,6,0
8.0,2025-11-02 16:55:00,w_e_01_1,45,4
11.0,2025-11-02 16:55:00,n_s_01_1,111,9
13.0,2025-11-02 16:55:00,n_s_01_0,53,4
38.0,2025-11-02 16:50:00,e_w_01_0,48,4
45.0,2025-11-02 16:50:00,e_w_01_2,9,1
23.0,2025-11-02 16:50:00,w_e_01_2,15,1
0.0,2025-11-02 16:50:00,e_n_0,0,0
0.0,2025-11-02 16:50:00,e_n_1,4,0
9.0,2025-11-02 16:50:00,w_e_01_0,41,3
34.0,2025-11-02 16:50:00,e_w_01_1,59,5
43.0,2025-11-02 16:50:00,w_s_0,10,1
8.0,2025-11-02 16:50:00,w_e_01_1,36,3
5.0,2025-11-02 16:50:00,n_s_01_1,62,5
11.0,2025-11-02 16:50:00,n_s_01_0,53,4
35.0,2025-11-02 16:45:00,e_w_01_0,53,4
14.0,2025-11-02 16:45:00,e_w_01_2,6,0
21.0,2025-11-02 16:45:00,w_e_01_2,27,2
0.0,2025-11-02 16:45:00,e_n_0,0,0
1.0,2025-11-02 16:45:00,e_n_1,2,0
10.0,2025-11-02 16:45:00,w_e_01_0,50,4
32.0,2025-11-02 16:45:00,e_w_01_1,56,5
19.0,2025-11-02 16:45:00,w_s_0,9,1
10.0,2025-11-02 16:45:00,w_e_01_1,47,4
11.0,2025-11-02 16:45:00,n_s_01_1,105,9
20.0,2025-11-02 16:45:00,n_s_01_0,43,4
33.0,2025-11-02 16:40:00,e_w_01_0,45,4
21.0,2025-11-02 16:40:00,e_w_01_2,10,1
11.0,2025-11-02 16:40:00,w_e_01_2,22,2
0.0,2025-11-02 16:40:00,e_n_0,0,0
0.0,2025-11-02 16:40:00,e_n_1,2,0
7.0,2025-11-02 16:40:00,w_e_01_0,43,4
32.0,2025-11-02 16:40:00,e_w_01_1,48,4
25.0,2025-11-02 16:40:00,w_s_0,5,0
10.0,2025-11-02 16:40:00,w_e_01_1,55,5
9.0,2025-11-02 16:40:00,n_s_01_1,85,7
12.0,2025-11-02 16:40:00,n_s_01_0,44,4
34.0,2025-11-02 16:35:00,e_w_01_0,42,4
23.0,2025-11-02 16:35:00,e_w_01_2,7,1
22.0,2025-11-02 16:35:00,w_e_01_2,26,2
0.0,2025-11-02 16:35:00,e_n_0,0,0
1.0,2025-11-02 16:35:00,e_n_1,3,0
10.0,2025-11-02 16:35:00,w_e_01_0,46,4
33.0,2025-11-02 16:35:00,e_w_01_1,51,4
29.0,2025-11-02 16:35:00,w_s_0,11,1
10.0,2025-11-02 16:35:00,w_e_01_1,39,3
10.0,2025-11-02 16:35:00,n_s_01_1,92,8
17.0,2025-11-02 16:35:00,n_s_01_0,41,3
36.0,2025-11-02 16:30:00,e_w_01_0,52,4
34.0,2025-11-02 16:30:00,e_w_01_2,6,0
23.0,2025-11-02 16:30:00,w_e_01_2,19,2
0.0,2025-11-02 16:30:00,e_n_0,0,0
1.0,2025-11-02 16:30:00,e_n_1,2,0
14.0,2025-11-02 16:30:00,w_e_01_0,50,4
34.0,2025-11-02 16:30:00,e_w_01_1,59,5
32.0,2025-11-02 16:30:00,w_s_0,7,1
16.0,2025-11-02 16:30:00,w_e_01_1,45,4
11.0,2025-11-02 16:30:00,n_s_01_1,101,8
24.0,2025-11-02 16:30:00,n_s_01_0,36,3
34.0,2025-11-02 16:25:00,e_w_01_0,51,4
37.0,2025-11-02 16:25:00,e_w_01_2,11,1
9.0,2025-11-02 16:25:00,w_e_01_2,21,2
0.0,2025-11-02 16:25:00,e_n_0,0,0
1.0,2025-11-02 16:25:00,e_n_1,3,0
7.0,2025-11-02 16:25:00,w_e_01_0,37,3
33.0,2025-11-02 16:25:00,e_w_01_1,47,4
21.0,2025-11-02 16:25:00,w_s_0,8,1
13.0,2025-11-02 16:25:00,w_e_01_1,48,4
14.0,2025-11-02 16:25:00,n_s_01_1,129,11
20.0,2025-11-02 16:25:00,n_s_01_0,36,3
35.0,2025-11-02 16:20:00,e_w_01_0,42,4
53.0,2025-11-02 16:20:00,e_w_01_2,10,1
11.0,2025-11-02 16:20:00,w_e_01_2,21,2
0.0,2025-11-02 16:20:00,e_n_0,0,0
1.0,2025-11-02 16:20:00,e_n_1,5,0
8.0,2025-11-02 16:20:00,w_e_01_0,37,3
31.0,2025-11-02 16:20:00,e_w_01_1,61,5
32.0,2025-11-02 16:20:00,w_s_0,10,1
11.0,2025-11-02 16:20:00,w_e_01_1,40,3
13.0,2025-11-02 16:20:00,n_s_01_1,116,10
21.0,2025-11-02 16:20:00,n_s_01_0,34,3
39.0,2025-11-02 16:15:00,e_w_01_0,40,3
27.0,2025-11-02 16:15:00,e_w_01_2,7,1
30.0,2025-11-02 16:15:00,w_e_01_2,20,2
0.0,2025-11-02 16:15:00,e_n_0,0,0
1.0,2025-11-02 16:15:00,e_n_1,3,0
12.0,2025-11-02 16:15:00,w_e_01_0,47,4
36.0,2025-11-02 16:15:00,e_w_01_1,52,4
40.0,2025-11-02 16:15:00,w_s_0,8,1
15.0,2025-11-02 16:15:00,w_e_01_1,54,4
9.0,2025-11-02 16:15:00,n_s_01_1,85,7
17.0,2025-11-02 16:15:00,n_s_01_0,41,3
36.0,2025-11-02 16:10:00,e_w_01_0,52,4
18.0,2025-11-02 16:10:00,e_w_01_2,9,1
26.0,2025-11-02 16:10:00,w_e_01_2,17,1
0.0,2025-11-02 16:10:00,e_n_0,0,0
0.0,2025-11-02 16:10:00,e_n_1,3,0
14.0,2025-11-02 16:10:00,w_e_01_0,36,3
33.0,2025-11-02 16:10:00,e_w_01_1,53,4
25.0,2025-11-02 16:10:00,w_s_0,8,1
